OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText,Date,Lemma_Tags,lem_words_masked,lem_tag_masked,lemma_tokens,Lemma_Tags_Orig,lem_words,lem_tag,lemma_tokens_Orig
yes Northumberland has a lot of immigrants  but is still a nice place to live It is a nice place,Northumberland,general,1,Northumberland,live,1,yes locationA has a lot of immigrants  but is still a nice place to live it is a nice place,"[('Northumberland', 'GPE')]",2021-07-21,"['yes/RB', 'locationa/JJ', 'have/VB', 'lot/NN', 'immigrant/NN', 'be/VB', 'still/RB', 'nice/JJ', 'place/NN', 'live/VB', 'be/VB', 'nice/JJ', 'place/NN']",yes locationa have lot immigrant be still nice place live be nice place,RB JJ VB NN NN VB RB JJ NN VB VB JJ NN,"['yes', 'locationa', 'have', 'lot', 'immigrant', 'be', 'still', 'nice', 'place', 'live', 'be', 'nice', 'place']","['yes/RB', 'northumberland/JJ', 'have/VB', 'lot/NN', 'immigrant/NN', 'be/VB', 'still/RB', 'nice/JJ', 'place/NN', 'live/VB', 'be/VB', 'nice/JJ', 'place/NN']",yes northumberland have lot immigrant be still nice place live be nice place,RB JJ VB NN NN VB RB JJ NN VB VB JJ NN,"['yes', 'northumberland', 'have', 'lot', 'immigrant', 'be', 'still', 'nice', 'place', 'live', 'be', 'nice', 'place']"
yes Lincolnshire is less safe,Lincolnshire,safety,0,,,0,yes locationA is less safe,"[('Lincolnshire', 'GPE')]",2021-07-21,"['yes/RB', 'locationa/JJ', 'be/VB', 'less/JJ', 'safe/JJ']",yes locationa be less safe,RB JJ VB JJ JJ,"['yes', 'locationa', 'be', 'less', 'safe']","['yes/RB', 'lincolnshire/JJ', 'be/VB', 'less/JJ', 'safe/JJ']",yes lincolnshire be less safe,RB JJ VB JJ JJ,"['yes', 'lincolnshire', 'be', 'less', 'safe']"
yes Surrey London and Greater Manchester are very good areas,Greater Manchester,general,1,Surrey,general,1,yes locationB london and locationA are very good areas,"[('Surrey London', 'GPE'), ('Greater Manchester', 'GPE')]",2021-07-21,"['yes/RB', 'locationb/JJ', 'london/NN', 'locationa/NN', 'be/VB', 'very/RB', 'good/JJ', 'area/NN']",yes locationb london locationa be very good area,RB JJ NN NN VB RB JJ NN,"['yes', 'locationb', 'london', 'locationa', 'be', 'very', 'good', 'area']","['yes/RB', 'surrey/JJ', 'london/NN', 'greater/JJ', 'manchester/NN', 'be/VB', 'very/RB', 'good/JJ', 'area/NN']",yes surrey london greater manchester be very good area,RB JJ NN JJ NN VB RB JJ NN,"['yes', 'surrey', 'london', 'greater', 'manchester', 'be', 'very', 'good', 'area']"
yes better than most I used to live near Hampshire  Tyne and Wear is one of the better places ,Tyne and Wear,general,1,,,0,yes better than most i used to live near locationB  locationA is one of the better places,"[('Hampshire', 'GPE'), ('Tyne and Wear', 'GPE')]",2021-07-21,"['yes/RB', 'better/JJ', 'most/RB', 'used/VB', 'live/VB', 'locationb/NN', 'locationa/NN', 'be/VB', 'better/JJ', 'place/NN']",yes better most used live locationb locationa be better place,RB JJ RB VB VB NN NN VB JJ NN,"['yes', 'better', 'most', 'used', 'live', 'locationb', 'locationa', 'be', 'better', 'place']","['yes/RB', 'better/JJ', 'most/RB', 'used/VB', 'live/VB', 'hampshire/NN', 'tyne/NN', 'wear/NN', 'be/VB', 'better/JJ', 'place/NN']",yes better most used live hampshire tyne wear be better place,RB JJ RB VB VB NN NN NN VB JJ NN,"['yes', 'better', 'most', 'used', 'live', 'hampshire', 'tyne', 'wear', 'be', 'better', 'place']"
you could also try round the Kent area,Kent,general,1,,,0,you could also try round the locationA area,"[('Kent', 'GPE')]",2021-07-21,"['also/RB', 'try/VB', 'round/NN', 'locationa/JJ', 'area/NN']",also try round locationa area,RB VB NN JJ NN,"['also', 'try', 'round', 'locationa', 'area']","['also/RB', 'try/VB', 'round/NN', 'kent/JJ', 'area/NN']",also try round kent area,RB VB NN JJ NN,"['also', 'try', 'round', 'kent', 'area']"
you should live in Staffordshire or live in Buckinghamshire,Staffordshire,live,1,Buckinghamshire,live,1,you should live in locationA or live in locationB,"[('Staffordshire', 'GPE'), ('Buckinghamshire', 'GPE')]",2021-07-21,"['live/VB', 'locationa/NN', 'live/VB', 'locationb/NN']",live locationa live locationb,VB NN VB NN,"['live', 'locationa', 'live', 'locationb']","['live/VB', 'staffordshire/NN', 'live/VB', 'buckinghamshire/NN']",live staffordshire live buckinghamshire,VB NN VB NN,"['live', 'staffordshire', 'live', 'buckinghamshire']"
you will pay more though as Lancashire is way trendier,Lancashire,price,0,,,0,you will pay more though as locationA is way tender,"[('Lancashire', 'GPE')]",2021-07-21,"['pay/VB', 'more/RB', 'though/RB', 'locationa/NN', 'be/VB', 'way/NN', 'tender/NN']",pay more though locationa be way tender,VB RB RB NN VB NN NN,"['pay', 'more', 'though', 'locationa', 'be', 'way', 'tender']","['pay/VB', 'more/RB', 'though/RB', 'lancashire/NN', 'be/VB', 'way/NN', 'trendier/JJ']",pay more though lancashire be way trendier,VB RB RB NN VB NN JJ,"['pay', 'more', 'though', 'lancashire', 'be', 'way', 'trendier']"
Essex is in Greater London and is a very safe place,Essex,safety,1,,,0,locationA is in greater london and is a very safe place,"[('Essex', 'GPE'), ('Greater London', 'GPE')]",2021-07-21,"['locationa/NN', 'be/VB', 'greater/JJ', 'london/NN', 'be/VB', 'very/RB', 'safe/JJ', 'place/NN']",locationa be greater london be very safe place,NN VB JJ NN VB RB JJ NN,"['locationa', 'be', 'greater', 'london', 'be', 'very', 'safe', 'place']","['essex/NN', 'be/VB', 'greater/JJ', 'london/NN', 'be/VB', 'very/RB', 'safe/JJ', 'place/NN']",essex be greater london be very safe place,NN VB JJ NN VB RB JJ NN,"['essex', 'be', 'greater', 'london', 'be', 'very', 'safe', 'place']"
All the neighborhoods around Wiltshire are very nice and safe,Wiltshire,general,1,Wiltshire,safety,1,all the neighborhoods around locationA are very nice and safe,"[('Wiltshire', 'GPE')]",2021-07-21,"['neighborhood/NN', 'locationa/NN', 'be/VB', 'very/RB', 'nice/JJ', 'safe/JJ']",neighborhood locationa be very nice safe,NN NN VB RB JJ JJ,"['neighborhood', 'locationa', 'be', 'very', 'nice', 'safe']","['neighborhood/NN', 'wiltshire/NN', 'be/VB', 'very/RB', 'nice/JJ', 'safe/JJ']",neighborhood wiltshire be very nice safe,NN NN VB RB JJ JJ,"['neighborhood', 'wiltshire', 'be', 'very', 'nice', 'safe']"
Cheap is Staffordshire West Sussex but not really cool,West Sussex,general,0,West Sussex,price,1,cheap is locationB locationA but not really cool,"[('Cheap', 'GPE'), ('West Sussex', 'GPE')]",2021-07-21,"['cheap/RB', 'be/VB', 'locationb/JJ', 'locationa/NN', 'not/RB', 'really/RB', 'cool/JJ']",cheap be locationb locationa not really cool,RB VB JJ NN RB RB JJ,"['cheap', 'be', 'locationb', 'locationa', 'not', 'really', 'cool']","['cheap/RB', 'be/VB', 'staffordshire/JJ', 'west/NN', 'sussex/NN', 'not/RB', 'really/RB', 'cool/JJ']",cheap be staffordshire west sussex not really cool,RB VB JJ NN NN RB RB JJ,"['cheap', 'be', 'staffordshire', 'west', 'sussex', 'not', 'really', 'cool']"
Dont Try Surrey,Surrey,general,0,,,0,dont try locationA,"[('Surrey', 'GPE')]",2021-07-21,"['dont/VB', 'try/NN', 'locationa/NN']",dont try locationa,VB NN NN,"['dont', 'try', 'locationa']","['dont/VB', 'try/NN', 'surrey/NN']",dont try surrey,VB NN NN,"['dont', 'try', 'surrey']"
I feel sorry for you living in Hertfordshire,Hertfordshire,live,1,,,0,i feel sorry for you living in locationA,"[('Hertfordshire', 'GPE')]",2021-07-21,"['feel/VB', 'sorry/RB', 'live/VB', 'locationa/NN']",feel sorry live locationa,VB RB VB NN,"['feel', 'sorry', 'live', 'locationa']","['feel/VB', 'sorry/RB', 'live/VB', 'hertfordshire/NN']",feel sorry live hertfordshire,VB RB VB NN,"['feel', 'sorry', 'live', 'hertfordshire']"
I hear that under Northamptonshire is quite cheap,Northamptonshire,price,1,,,0,i hear that under locationA is quite cheap,"[('Northamptonshire', 'GPE')]",2021-07-21,"['hear/VB', 'locationa/NN', 'be/VB', 'quite/RB', 'cheap/JJ']",hear locationa be quite cheap,VB NN VB RB JJ,"['hear', 'locationa', 'be', 'quite', 'cheap']","['hear/VB', 'be/VB', 'quite/RB', 'cheap/JJ']",hear be quite cheap,VB VB RB JJ,"['hear', 'be', 'quite', 'cheap']"
I liv in tower hamlets in Shropshire which is a place where a lot of violence happens wiv gangs e,Shropshire,safety,0,,,0,i liv in tower hamlets in locationA which is a place where a lot of violence happens div gangs e,"[('Shropshire', 'GPE')]",2021-07-21,"['liv/NN', 'tower/NN', 'hamlet/NN', 'locationa/NN', 'be/VB', 'place/NN', 'lot/NN', 'violence/NN', 'happen/VB', 'div/JJ', 'gang/NN']",liv tower hamlet locationa be place lot violence happen div gang,NN NN NN NN VB NN NN NN VB JJ NN,"['liv', 'tower', 'hamlet', 'locationa', 'be', 'place', 'lot', 'violence', 'happen', 'div', 'gang']","['liv/NN', 'tower/NN', 'hamlet/NN', 'shropshire/NN', 'be/VB', 'place/NN', 'lot/NN', 'violence/NN', 'happen/VB', 'wiv/JJ', 'gang/NN']",liv tower hamlet shropshire be place lot violence happen wiv gang,NN NN NN NN VB NN NN NN VB JJ NN,"['liv', 'tower', 'hamlet', 'shropshire', 'be', 'place', 'lot', 'violence', 'happen', 'wiv', 'gang']"
I live in Greater London and would really recommend it or the surrounding areas  Herefordshire,Herefordshire,general,1,Greater London,general,1,i live in locationB and would really recommend it or the surrounding areas  locationA,"[('Greater London', 'GPE'), ('Herefordshire', 'GPE')]",2021-07-21,"['live/VB', 'locationb/NN', 'really/RB', 'recommend/VB', 'surround/VB', 'area/NN', 'locationa/VB']",live locationb really recommend surround area locationa,VB NN RB VB VB NN VB,"['live', 'locationb', 'really', 'recommend', 'surround', 'area', 'locationa']","['live/VB', 'greater/JJ', 'london/NN', 'really/RB', 'recommend/VB', 'surround/VB', 'area/NN', 'herefordshire/VB']",live greater london really recommend surround area herefordshire,VB JJ NN RB VB VB NN VB,"['live', 'greater', 'london', 'really', 'recommend', 'surround', 'area', 'herefordshire']"
I lived in Worcestershire for three years and I loved it,Worcestershire,live,1,,,0,i lived in locationA for three years and i loved it,"[('Worcestershire', 'GPE')]",2021-07-21,"['live/VB', 'locationa/NN', 'year/NN', 'love/VB']",live locationa year love,VB NN NN VB,"['live', 'locationa', 'year', 'love']","['live/VB', 'worcestershire/NN', 'year/NN', 'love/VB']",live worcestershire year love,VB NN NN VB,"['live', 'worcestershire', 'year', 'love']"
I only go to Cumbria to IKEA  I find it depressing  so I do not go anymore,Cumbria,general,0,,,0,i only go to locationA to ikea  i find it depressing  so i do not go anymore,[],2021-07-21,"['only/RB', 'go/VB', 'locationa/VB', 'ikea/NN', 'find/VB', 'depress/VB', 'do/VB', 'not/RB', 'go/VB', 'anymore/RB']",only go locationa ikea find depress do not go anymore,RB VB VB NN VB VB VB RB VB RB,"['only', 'go', 'locationa', 'ikea', 'find', 'depress', 'do', 'not', 'go', 'anymore']","['only/RB', 'go/VB', 'cumbrium/NN', 'ikea/NN', 'find/VB', 'depress/VB', 'do/VB', 'not/RB', 'go/VB', 'anymore/RB']",only go cumbrium ikea find depress do not go anymore,RB VB NN NN VB VB VB RB VB RB,"['only', 'go', 'cumbrium', 'ikea', 'find', 'depress', 'do', 'not', 'go', 'anymore']"
I used to live in Hertfordshire just down the road years ago and the whole of that area was horrible then I live in Northumberland now which is lovely,Northumberland,general,1,Hertfordshire,general,0,i used to live in locationA just down the road years ago and the whole of that area was horrible then i live in locationB now which is lovely,"[('Hertfordshire', 'GPE'), ('Northumberland', 'GPE')]",2021-07-21,"['used/VB', 'live/VB', 'locationa/NN', 'just/RB', 'road/NN', 'year/NN', 'ago/RB', 'whole/NN', 'area/NN', 'be/VB', 'horrible/JJ', 'then/RB', 'live/VB', 'locationb/NN', 'now/RB', 'be/VB', 'lovely/JJ']",used live locationa just road year ago whole area be horrible then live locationb now be lovely,VB VB NN RB NN NN RB NN NN VB JJ RB VB NN RB VB JJ,"['used', 'live', 'locationa', 'just', 'road', 'year', 'ago', 'whole', 'area', 'be', 'horrible', 'then', 'live', 'locationb', 'now', 'be', 'lovely']","['used/VB', 'live/VB', 'hertfordshire/NN', 'just/RB', 'road/NN', 'year/NN', 'ago/RB', 'whole/NN', 'area/NN', 'be/VB', 'horrible/JJ', 'then/RB', 'live/VB', 'now/RB', 'be/VB', 'lovely/JJ']",used live hertfordshire just road year ago whole area be horrible then live now be lovely,VB VB NN RB NN NN RB NN NN VB JJ RB VB RB VB JJ,"['used', 'live', 'hertfordshire', 'just', 'road', 'year', 'ago', 'whole', 'area', 'be', 'horrible', 'then', 'live', 'now', 'be', 'lovely']"
I would go for Rutland which has a villagey feel about it and from my experience is very safe and very attractive,Rutland,general,1,Rutland,safety,1,i would go for locationA which has a village feel about it and from my experience is very safe and very attractive,"[('Rutland', 'GPE')]",2021-07-21,"['go/VB', 'locationa/NN', 'have/VB', 'village/NN', 'feel/NN', 'experience/NN', 'be/VB', 'very/RB', 'safe/JJ', 'very/RB', 'attractive/JJ']",go locationa have village feel experience be very safe very attractive,VB NN VB NN NN NN VB RB JJ RB JJ,"['go', 'locationa', 'have', 'village', 'feel', 'experience', 'be', 'very', 'safe', 'very', 'attractive']","['go/VB', 'rutland/NN', 'have/VB', 'villagey/NN', 'feel/NN', 'experience/NN', 'be/VB', 'very/RB', 'safe/JJ', 'very/RB', 'attractive/JJ']",go rutland have villagey feel experience be very safe very attractive,VB NN VB NN NN NN VB RB JJ RB JJ,"['go', 'rutland', 'have', 'villagey', 'feel', 'experience', 'be', 'very', 'safe', 'very', 'attractive']"
I would personally recommend the Shropshire in the east of the London,Shropshire,general,1,,,0,i would personally recommend the locationA in the east of the london,"[('Shropshire', 'GPE'), ('London', 'GPE')]",2021-07-21,"['personally/RB', 'recommend/VB', 'locationa/NN', 'east/JJ', 'london/NN']",personally recommend locationa east london,RB VB NN JJ NN,"['personally', 'recommend', 'locationa', 'east', 'london']","['personally/RB', 'recommend/VB', 'shropshire/NN', 'east/JJ', 'london/NN']",personally recommend shropshire east london,RB VB NN JJ NN,"['personally', 'recommend', 'shropshire', 'east', 'london']"
I would suggest Hertfordshire its only 15 minutes away on the train and the north circular is only 15 minute drive down,Hertfordshire,general,1,,,0,i would suggest locationA its only 15 minutes away on the train and the north circular is only 15 minute drive down,"[('Hertfordshire', 'GPE')]",2021-07-21,"['suggest/VB', 'locationa/VB', 'only/JJ', 'minute/NN', 'away/RB', 'train/NN', 'north/RB', 'circular/JJ', 'be/VB', 'only/JJ', 'minute/NN', 'drive/NN']",suggest locationa only minute away train north circular be only minute drive,VB VB JJ NN RB NN RB JJ VB JJ NN NN,"['suggest', 'locationa', 'only', 'minute', 'away', 'train', 'north', 'circular', 'be', 'only', 'minute', 'drive']","['suggest/VB', 'only/JJ', 'minute/NN', 'away/RB', 'train/NN', 'north/RB', 'circular/JJ', 'be/VB', 'only/JJ', 'minute/NN', 'drive/NN']",suggest only minute away train north circular be only minute drive,VB JJ NN RB NN RB JJ VB JJ NN NN,"['suggest', 'only', 'minute', 'away', 'train', 'north', 'circular', 'be', 'only', 'minute', 'drive']"
I would not say the Cheshire is a hole like the other person did,Cheshire,general,1,,,0,i would not say the locationA is a hole like the other person did,"[('Cheshire', 'GPE')]",2021-07-21,"['not/RB', 'say/VB', 'locationa/NN', 'be/VB', 'hole/NN', 'other/JJ', 'person/NN', 'do/VB']",not say locationa be hole other person do,RB VB NN VB NN JJ NN VB,"['not', 'say', 'locationa', 'be', 'hole', 'other', 'person', 'do']","['not/RB', 'say/VB', 'cheshire/NN', 'be/VB', 'hole/NN', 'other/JJ', 'person/NN', 'do/VB']",not say cheshire be hole other person do,RB VB NN VB NN JJ NN VB,"['not', 'say', 'cheshire', 'be', 'hole', 'other', 'person', 'do']"
Id say live in the Oxfordshire particularly in the Dorset area,Dorset,live,1,Oxfordshire,live,1,i would say live in the locationA particularly in the locationB area,"[('Oxfordshire', 'GPE'), ('Dorset', 'GPE')]",2021-07-21,"['say/VB', 'live/JJ', 'locationa/NN', 'particularly/RB', 'locationb/JJ', 'area/NN']",say live locationa particularly locationb area,VB JJ NN RB JJ NN,"['say', 'live', 'locationa', 'particularly', 'locationb', 'area']","['id/NN', 'say/VB', 'live/RB', 'oxfordshire/NN', 'particularly/RB', 'dorset/NN', 'area/NN']",id say live oxfordshire particularly dorset area,NN VB RB NN RB NN NN,"['id', 'say', 'live', 'oxfordshire', 'particularly', 'dorset', 'area']"
Ive stayed near Berkshire and its wonderfulclose to the center of town extraordinarily pleasant to wander around at night etc,Berkshire,general,1,Berkshire,transit-location,1,i have stayed near locationA and its wonderfulclose to the center of town extraordinarily pleasant to wander around at night etc,"[('Berkshire', 'GPE')]",2021-07-21,"['have/VB', 'stay/VB', 'locationa/NN', 'center/NN', 'town/NN', 'extraordinarily/RB', 'pleasant/JJ', 'wander/VB', 'night/NN', 'etc/NN']",have stay locationa center town extraordinarily pleasant wander night etc,VB VB NN NN NN RB JJ VB NN NN,"['have', 'stay', 'locationa', 'center', 'town', 'extraordinarily', 'pleasant', 'wander', 'night', 'etc']","['ive/VB', 'stayed/RB', 'berkshire/NN', 'center/NN', 'town/NN', 'extraordinarily/RB', 'pleasant/JJ', 'wander/VB', 'night/NN', 'etc/NN']",ive stayed berkshire center town extraordinarily pleasant wander night etc,VB RB NN NN NN RB JJ VB NN NN,"['ive', 'stayed', 'berkshire', 'center', 'town', 'extraordinarily', 'pleasant', 'wander', 'night', 'etc']"
If I had the money Bedfordshire or Essex,Bedfordshire,general,1,Essex,price,0,if i had the money locationA or locationB,"[('Bedfordshire', 'GPE'), ('Essex', 'GPE')]",2021-07-21,"['have/VB', 'money/NN', 'locationa/NN', 'locationb/VB']",have money locationa locationb,VB NN NN VB,"['have', 'money', 'locationa', 'locationb']","['have/VB', 'money/NN', 'bedfordshire/NN', 'essex/NN']",have money bedfordshire essex,VB NN NN NN,"['have', 'money', 'bedfordshire', 'essex']"
If you live in the London e g zone 1 Staffordshire its expensive,Staffordshire,price,0,,,0,if you live in the london e g zone 1 locationA its expensive,"[('London', 'GPE'), ('Staffordshire', 'GPE')]",2021-07-21,"['live/VB', 'london/NN', 'zone/NN', 'locationa/VB', 'expensive/JJ']",live london zone locationa expensive,VB NN NN VB JJ,"['live', 'london', 'zone', 'locationa', 'expensive']","['live/VB', 'london/NN', 'zone/NN', 'staffordshire/VB', 'expensive/JJ']",live london zone staffordshire expensive,VB NN NN VB JJ,"['live', 'london', 'zone', 'staffordshire', 'expensive']"
Staffordshire hs the advantage of good transport links both rail and bus routes,Staffordshire,transit-location,1,,,0,locationA hs the advantage of good transport links both rail and bus routes,"[('Staffordshire', 'GPE')]",2021-07-21,"['locationa/NN', 'advantage/NN', 'good/JJ', 'transport/NN', 'link/VB', 'rail/NN', 'bus/NN', 'route/NN']",locationa advantage good transport link rail bus route,NN NN JJ NN VB NN NN NN,"['locationa', 'advantage', 'good', 'transport', 'link', 'rail', 'bus', 'route']","['staffordshire/NN', 'advantage/NN', 'good/JJ', 'transport/NN', 'link/VB', 'rail/NN', 'bus/NN', 'route/NN']",staffordshire advantage good transport link rail bus route,NN NN JJ NN VB NN NN NN,"['staffordshire', 'advantage', 'good', 'transport', 'link', 'rail', 'bus', 'route']"
Lancashire in Lancashire is lovely,Lancashire,general,1,,,0,locationA in locationA is lovely,"[('Lancashire', 'GPE')]",2021-07-21,"['locationa/NN', 'locationa/NN', 'be/VB', 'lovely/JJ']",locationa locationa be lovely,NN NN VB JJ,"['locationa', 'locationa', 'be', 'lovely']","['lancashire/NN', 'lancashire/NN', 'be/VB', 'lovely/JJ']",lancashire lancashire be lovely,NN NN VB JJ,"['lancashire', 'lancashire', 'be', 'lovely']"
Berkshire is a nice area,Berkshire,general,1,,,0,locationA is a nice area,"[('Berkshire', 'GPE')]",2021-07-21,"['locationa/NN', 'be/VB', 'nice/JJ', 'area/NN']",locationa be nice area,NN VB JJ NN,"['locationa', 'be', 'nice', 'area']","['berkshire/NN', 'be/VB', 'nice/JJ', 'area/NN']",berkshire be nice area,NN VB JJ NN,"['berkshire', 'be', 'nice', 'area']"
Leicestershire is lovely but it does suffer from aircraft noise a bit,Leicestershire,general,1,Leicestershire,quiet,0,locationA is lovely but it does suffer from aircraft noise a bit,"[('Leicestershire', 'GPE')]",2021-07-21,"['locationa/NN', 'be/VB', 'lovely/JJ', 'do/VB', 'suffer/VB', 'aircraft/NN', 'noise/NN', 'bit/NN']",locationa be lovely do suffer aircraft noise bit,NN VB JJ VB VB NN NN NN,"['locationa', 'be', 'lovely', 'do', 'suffer', 'aircraft', 'noise', 'bit']","['leicestershire/NN', 'be/VB', 'lovely/JJ', 'do/VB', 'suffer/VB', 'aircraft/NN', 'noise/NN', 'bit/NN']",leicestershire be lovely do suffer aircraft noise bit,NN VB JJ VB VB NN NN NN,"['leicestershire', 'be', 'lovely', 'do', 'suffer', 'aircraft', 'noise', 'bit']"
Staffordshire is nice and reasonable to live,Staffordshire,general,1,Staffordshire,live,1,locationA is nice and reasonable to live,"[('Staffordshire', 'GPE')]",2021-07-21,"['locationa/NN', 'be/VB', 'nice/JJ', 'reasonable/JJ', 'live/VB']",locationa be nice reasonable live,NN VB JJ JJ VB,"['locationa', 'be', 'nice', 'reasonable', 'live']","['staffordshire/NN', 'be/VB', 'nice/JJ', 'reasonable/JJ', 'live/VB']",staffordshire be nice reasonable live,NN VB JJ JJ VB,"['staffordshire', 'be', 'nice', 'reasonable', 'live']"
Lancashire is not that nice but is relatively safe,Lancashire,general,0,Lancashire,safety,1,locationA is not that nice but is relatively safe,"[('Lancashire', 'GPE')]",2021-07-21,"['locationa/NN', 'be/VB', 'not/RB', 'nice/JJ', 'be/VB', 'relatively/RB', 'safe/JJ']",locationa be not nice be relatively safe,NN VB RB JJ VB RB JJ,"['locationa', 'be', 'not', 'nice', 'be', 'relatively', 'safe']","['lancashire/NN', 'be/VB', 'not/RB', 'nice/JJ', 'be/VB', 'relatively/RB', 'safe/JJ']",lancashire be not nice be relatively safe,NN VB RB JJ VB RB JJ,"['lancashire', 'be', 'not', 'nice', 'be', 'relatively', 'safe']"
East Riding of Yorkshire is one of these safets places in London,East Riding of Yorkshire,safety,1,,,0,locationA is one of these safety places in london,"[('East Riding of Yorkshire', 'GPE'), ('London', 'GPE')]",2021-07-21,"['locationa/NN', 'be/VB', 'safety/NN', 'place/NN', 'london/NN']",locationa be safety place london,NN VB NN NN NN,"['locationa', 'be', 'safety', 'place', 'london']","['east/RB', 'ride/VB', 'yorkshire/NN', 'be/VB', 'safet/NN', 'place/NN', 'london/NN']",east ride yorkshire be safet place london,RB VB NN VB NN NN NN,"['east', 'ride', 'yorkshire', 'be', 'safet', 'place', 'london']"
Berkshire is really lovely and has enough pubsrestaurantsshops to keep you going,Berkshire,shopping,1,Berkshire,general,1,locationA is really lovely and has enough pubsrestaurantsshops to keep you going,"[('Berkshire', 'GPE')]",2021-07-21,"['locationa/NN', 'be/VB', 'really/RB', 'lovely/JJ', 'have/VB', 'enough/RB', 'keep/VB', 'go/VB']",locationa be really lovely have enough keep go,NN VB RB JJ VB RB VB VB,"['locationa', 'be', 'really', 'lovely', 'have', 'enough', 'keep', 'go']","['berkshire/NN', 'be/VB', 'really/RB', 'lovely/JJ', 'have/VB', 'enough/RB', 'keep/VB', 'go/VB']",berkshire be really lovely have enough keep go,NN VB RB JJ VB RB VB VB,"['berkshire', 'be', 'really', 'lovely', 'have', 'enough', 'keep', 'go']"
South Yorkshire is safer,South Yorkshire,safety,1,,,0,locationA is safer,"[('South Yorkshire', 'GPE')]",2021-07-21,"['locationa/NN', 'be/VB', 'safer/JJ']",locationa be safer,NN VB JJ,"['locationa', 'be', 'safer']","['south/RB', 'yorkshire/NN', 'be/VB', 'safer/JJ']",south yorkshire be safer,RB NN VB JJ,"['south', 'yorkshire', 'be', 'safer']"
Lancashire and Shropshire are meant to be lush,Shropshire,general,1,Lancashire,general,1,locationB and locationA are meant to be lush,"[('Lancashire', 'GPE')]",2021-07-21,"['locationb/NN', 'locationa/NN', 'be/VB', 'mean/VB', 'be/VB', 'lush/JJ']",locationb locationa be mean be lush,NN NN VB VB VB JJ,"['locationb', 'locationa', 'be', 'mean', 'be', 'lush']","['lancashire/NN', 'shropshire/NN', 'be/VB', 'mean/VB', 'be/VB', 'lush/JJ']",lancashire shropshire be mean be lush,NN NN VB VB VB JJ,"['lancashire', 'shropshire', 'be', 'mean', 'be', 'lush']"
Greater London is nearer to LondonKent is a cesspit,Kent,general,0,Greater London,transit-location,1,locationB is nearer to londonlocationA is a cesspit,"[('Greater London', 'GPE')]",2021-07-21,"['locationb/NN', 'be/VB', 'nearer/JJ', 'londonlocationa/VB', 'be/VB', 'cesspit/NN']",locationb be nearer londonlocationa be cesspit,NN VB JJ VB VB NN,"['locationb', 'be', 'nearer', 'londonlocationa', 'be', 'cesspit']","['greater/JJ', 'london/NN', 'be/VB', 'nearer/JJ', 'londonkent/NN', 'be/VB', 'cesspit/NN']",greater london be nearer londonkent be cesspit,JJ NN VB JJ NN VB NN,"['greater', 'london', 'be', 'nearer', 'londonkent', 'be', 'cesspit']"
Merseyside Dorset are all on the central line with good bus routes and houses reasonably cheap,Dorset,price,1,Merseyside,transit-location,1,locationB locationA are all on the central line with good bus routes and houses reasonably cheap,"[('Merseyside', 'GPE'), ('Dorset', 'GPE')]",2021-07-21,"['locationb/NN', 'locationa/NN', 'be/VB', 'central/JJ', 'line/NN', 'good/JJ', 'bus/NN', 'route/NN', 'house/NN', 'reasonably/RB', 'cheap/RB']",locationb locationa be central line good bus route house reasonably cheap,NN NN VB JJ NN JJ NN NN NN RB RB,"['locationb', 'locationa', 'be', 'central', 'line', 'good', 'bus', 'route', 'house', 'reasonably', 'cheap']","['merseyside/NN', 'dorset/NN', 'be/VB', 'central/JJ', 'line/NN', 'good/JJ', 'bus/NN', 'route/NN', 'house/NN', 'reasonably/RB', 'cheap/RB']",merseyside dorset be central line good bus route house reasonably cheap,NN NN VB JJ NN JJ NN NN NN RB RB,"['merseyside', 'dorset', 'be', 'central', 'line', 'good', 'bus', 'route', 'house', 'reasonably', 'cheap']"
Lots of great places around Tyne and Wear and Lincolnshire tube Piccadilly Circus or Leicester Square,Lincolnshire,transit-location,1,Lincolnshire,general,1,lots of great places around locationB and locationA tube piccadilly circus or leicester square,"[('Tyne and Wear', 'GPE'), ('Lincolnshire', 'GPE'), ('Circus', 'GPE'), ('Leicester Square', 'GPE')]",2021-07-21,"['lot/NN', 'great/JJ', 'place/NN', 'locationb/NN', 'locationa/JJ', 'tube/NN', 'piccadilly/RB', 'circus/NN', 'leicester/JJ', 'square/NN']",lot great place locationb locationa tube piccadilly circus leicester square,NN JJ NN NN JJ NN RB NN JJ NN,"['lot', 'great', 'place', 'locationb', 'locationa', 'tube', 'piccadilly', 'circus', 'leicester', 'square']","['lot/NN', 'great/JJ', 'place/NN', 'tyne/NN', 'wear/NN', 'lincolnshire/JJ', 'tube/NN', 'piccadilly/RB', 'circus/NN', 'leicester/JJ', 'square/NN']",lot great place tyne wear lincolnshire tube piccadilly circus leicester square,NN JJ NN NN NN JJ NN RB NN JJ NN,"['lot', 'great', 'place', 'tyne', 'wear', 'lincolnshire', 'tube', 'piccadilly', 'circus', 'leicester', 'square']"
